,vip,title,year,kms,city,province,transmission,price,age,age_sq,year_norm,year_norm_sq,kms_norm,kms_norm_sq,10th Quantile,50th Quantile,90th Quantile,cheap,expensive
155,28874208,2019 Mitsubishi RVR SE | 4WD | Backup Camera | Heated Seats | Bluetooth,2019.0,13727.0,Prince George,BC,Automatic,31530.0,4.0,16.0,0.08,0.0064,13.727,188.430529,19551.130297006814,25825.210291607473,29651.613292320675,False,True
156,28850751,2019 Mitsubishi RVR SE Limited Edition,2019.0,18000.0,Boischatel,QC,Manual,26800.0,4.0,16.0,0.08,0.0064,18.0,324.0,19680.45084106377,25742.430006356983,29497.421248090996,False,False
157,28883912,2023 Mitsubishi RVR GT AWC,2023.0,0.0,Saint John,NB,Automatic,39537.0,0.0,0.0,0.12,0.0144,0.0,0.0,28447.999999999996,32858.57547706862,38826.46188927402,False,True
158,28745808,2023 Mitsubishi RVR ES,2023.0,0.0,Calgary,AB,Automatic,29068.0,0.0,0.0,0.12,0.0144,0.0,0.0,28447.999999999996,32858.57547706862,38826.46188927402,False,False
159,28293124,"2016 Mitsubishi RVR AWD,Bluetooth,A/C,Contrôle Volant",2016.0,70683.0,Trois-Rivières,QC,,18995.0,7.0,49.0,0.05,0.0025000000000000005,70.683,4996.086489000001,14764.4078198576,19562.87211527684,22090.54926067832,False,False
160,28299597,2022 Mitsubishi RVR SE AWC,2022.0,77463.0,Carleton Place,ON,Automatic,25995.0,1.0,1.0,0.11,0.0121,77.463,6000.516368999999,27402.083469654783,29337.1402582013,33715.60022753925,True,False
161,28709967,2023 Mitsubishi RVR 2.4L SE AWC - CVT,2023.0,0.0,London,ON,CVT,32995.0,0.0,0.0,0.12,0.0144,0.0,0.0,28447.999999999996,32858.57547706862,38826.46188927402,False,False
162,28276970,2017 Mitsubishi RVR LIMITED EDITION AWD 4dr 2.4L CVT,2017.0,86416.0,Scarborough,ON,CVT,21950.0,6.0,36.0,0.06,0.0036,86.416,7467.725055999999,16563.02941049383,20710.643838701355,23260.616749146888,False,False
163,29117016,2018 Mitsubishi RVR SE Limited Edition,2018.0,143016.0,Saskatoon,SK,Automatic,22995.0,5.0,25.0,0.07,0.004900000000000001,143.016,20453.576255999997,17459.824086945584,20310.44289171333,23046.516474294647,False,False
164,29458969,2017 Mitsubishi RVR SE,2017.0,53000.0,Montréal,QC,Automatic,17500.0,6.0,36.0,0.06,0.0036,53.0,2809.0,16433.264597461188,21660.09468371266,24468.489325569233,False,False
165,29061821,2018 Mitsubishi RVR SE Limited Edition,2018.0,130155.0,Greenwood,NS,Automatic,19998.0,5.0,25.0,0.07,0.004900000000000001,130.155,16940.324025,17831.294859167312,20820.27114865103,23512.376851045705,False,False
166,29105485,2021 Mitsubishi RVR SE FWD - CVT,2021.0,37095.0,Woodbridge,ON,CVT,29790.0,2.0,4.0,0.1,0.010000000000000002,37.095,1376.0390249999998,24596.55981515605,28694.07032776922,32956.39192633522,False,False
167,26637663,2017 Mitsubishi RVR Limited Edition 4WD,2017.0,149000.0,Dartmouth,NS,Automatic,20995.0,6.0,36.0,0.06,0.0036,149.0,22201.0,15334.22876205544,18428.08078235146,20995.000000000015,False,False
168,29028668,2019 Mitsubishi RVR SE Black Edition,2019.0,118100.0,Moncton,NB,Automatic,24995.0,4.0,16.0,0.08,0.0064,118.1,13947.609999999999,20150.485961889273,22926.147327179904,25879.342267394226,False,False
169,29127012,2018 Mitsubishi RVR ES ES FWD,2018.0,104337.0,Ottawa,ON,,19995.0,5.0,25.0,0.07,0.004900000000000001,104.337,10886.209569,18332.372242821744,21759.90237067623,24447.00619481577,False,False
170,28813185,2018 Mitsubishi RVR SE,2018.0,40678.0,Calgary,AB,Automatic,24888.0,5.0,25.0,0.07,0.004900000000000001,40.678,1654.6996839999997,18172.48051526011,23598.57043919932,26748.261409125633,False,False
171,28653250,2023 Mitsubishi RVR ES | AWC | HEATED SEATS | AUTO LED,2023.0,0.0,Surrey,BC,Automatic,29948.0,0.0,0.0,0.12,0.0144,0.0,0.0,28447.999999999996,32858.57547706862,38826.46188927402,False,False
172,28622296,2021 Mitsubishi RVR Heated Seats | Blind Spot Warning | Blue Tooth,2021.0,22107.0,Prince George,BC,Automatic,29019.0,2.0,4.0,0.1,0.010000000000000002,22.107,488.719449,24243.83444693978,29018.999999999985,33497.47140033214,False,False
173,29102180,2020 Mitsubishi RVR SE 4WD Heated Front Seats Apple Car Play 16Alloy,2020.0,69118.0,Bolton,ON,Automatic,24901.0,3.0,9.0,0.09,0.0081,69.118,4777.2979239999995,22697.903920415923,26185.17864810588,29677.453188546144,False,False
174,28523216,2023 Mitsubishi RVR SE FWD,2023.0,0.0,Kentville,NS,Automatic,28748.0,0.0,0.0,0.12,0.0144,0.0,0.0,28447.999999999996,32858.57547706862,38826.46188927402,False,False
175,28021580,"2022 Mitsubishi RVR ES FWD, MAGS, APPLE CARPLAY/ANDROID AUTO, GARANTIE",2022.0,14123.0,Repentigny,QC,Automatic,26897.0,1.0,1.0,0.11,0.0121,14.123,199.459129,26413.94554947411,30882.501165808928,36003.39611212235,False,False
176,27688834,2020 Mitsubishi RVR SE AWC,2020.0,74000.0,Saint-Jean-Sur-Richelieu,QC,Automatic,24997.0,3.0,9.0,0.09,0.0081,74.0,5476.0,22712.43475939724,26044.948893293957,29500.97551599162,False,False
177,28653258,2023 Mitsubishi RVR SE | B/U CAM | CRUISE | HTD SEATS,2023.0,0.0,Surrey,BC,Automatic,29748.0,0.0,0.0,0.12,0.0144,0.0,0.0,28447.999999999996,32858.57547706862,38826.46188927402,False,False
178,28948364,2018 Mitsubishi RVR SE,2018.0,87003.0,Humboldt,SK,Automatic,23877.0,5.0,25.0,0.07,0.004900000000000001,87.003,7569.522009,18485.55005178207,22327.971083292417,25074.082863946438,False,False
179,28745568,"2021 Mitsubishi RVR SE AWC, Full garantie, banc chauffant et plus !",2021.0,35053.0,Repentigny,QC,Automatic,26887.0,2.0,4.0,0.1,0.010000000000000002,35.053,1228.7128089999999,24554.97982088504,28740.55870772589,33030.12491033063,False,False
180,29102291,2015 Mitsubishi RVR GT CUIR TOIT PANO,2015.0,144772.0,Mascouche,QC,Automatic,13995.0,8.0,64.0,0.04,0.0016,144.772,20958.931984,11985.778292705305,15384.230628576093,17766.13666063565,False,False
181,28655061,2018 Mitsubishi RVR GT,2018.0,64325.0,Pincher Creek,AB,Automatic,22995.0,5.0,25.0,0.07,0.004900000000000001,64.325,4137.7056250000005,18463.66227210337,22995.0,25893.96782596788,False,False
182,27505386,2020 Mitsubishi RVR SE AWD | Cam | USB | HtdSeats | Warranty to 2025,2020.0,65977.0,Truro,NS,Automatic,22876.0,3.0,9.0,0.09,0.0081,65.977,4352.964529000001,22682.381548062447,26273.284719498006,29790.98172100378,False,False
183,28600130,2019 Mitsubishi RVR LIMITED 4X4 *ALERTES* SIÈGES CHAUFFANTS CAMÉRA,2019.0,77621.0,Saint-Jérôme,QC,Automatic,24495.0,4.0,16.0,0.08,0.0064,77.621,6025.019640999999,20551.636214300634,24267.60953125335,27343.815982059015,False,False
184,28653246,2023 Mitsubishi RVR SE,2023.0,0.0,Surrey,BC,Automatic,29589.0,0.0,0.0,0.12,0.0144,0.0,0.0,28447.999999999996,32858.57547706862,38826.46188927402,False,False
185,28864808,2019 Mitsubishi RVR SE Black Edition,2019.0,30338.0,Quebec,QC,Automatic,25980.0,4.0,16.0,0.08,0.0064,30.338,920.3942440000001,20003.6481484733,25486.20281950448,29052.08536146242,False,False
186,29033988,2014 Mitsubishi RVR,2014.0,191000.0,-,AB,,11999.0,9.0,81.0,0.03,0.0009,191.0,36481.0,8374.832849899441,11725.66620682575,14542.617429572965,False,False
187,29187488,2016 Mitsubishi RVR SE,2016.0,73650.0,Calgary,AB,Automatic,19995.0,7.0,49.0,0.05,0.0025000000000000005,73.65,5424.322500000001,14772.355714895913,19477.345879865527,21983.294185178824,False,False
188,29130297,2020 Mitsubishi RVR AWC 2.4L,2020.0,57571.0,Calgary,AB,Automatic,29900.0,3.0,9.0,0.09,0.0081,57.571,3314.420041,22617.061888939705,26500.92749669202,30094.75351065978,False,False
189,28874767,2020 Mitsubishi RVR,2020.0,86244.0,Hamilton,ON,Automatic,27995.0,3.0,9.0,0.09,0.0081,86.244,7438.027536,22697.508650934855,25675.65132945854,29058.25210192393,False,False
190,27688817,2018 Mitsubishi RVR SE AWC,2018.0,137350.0,Saint-Jean-Sur-Richelieu,QC,Automatic,17497.0,5.0,25.0,0.07,0.004900000000000001,137.35,18865.0225,17633.464954139614,20538.473421212042,23251.77761471447,True,False
191,29471392,2018 Mitsubishi RVR SE,2018.0,83000.0,Banff,AB,Automatic,23500.0,5.0,25.0,0.07,0.004900000000000001,83.0,6889.0,18499.999999999993,22451.987039359497,25218.847178324726,False,False
192,29094466,2016 Mitsubishi RVR ES | 5 Speed | 1 Owner | A/C | Cruise Control | Power Locks | Power Windows,2016.0,135314.0,Maple Ridge,BC,Manual,20685.0,7.0,49.0,0.05,0.0025000000000000005,135.314,18309.878596,13961.20860941634,17365.26633817863,19751.911614792745,False,True
193,29017643,2019 Mitsubishi RVR,2019.0,52000.0,-,ON,,18000.0,4.0,16.0,0.08,0.0064,52.0,2704.0,20390.66311661726,24974.51337449053,28269.783386370356,True,False
194,28639800,2021 Mitsubishi RVR ES,2021.0,1.0,Edmonton,AB,,172.0,2.0,4.0,0.1,0.010000000000000002,0.001,1e-06,23522.71447437887,29429.406396220857,34295.049637912365,True,False
195,29218083,2017 Mitsubishi RVR GT,2017.0,171000.0,Enfield,NS,Automatic,17500.0,6.0,36.0,0.06,0.0036,171.0,29241.0,14446.407619366575,17469.484042370503,20197.513400236585,False,False
196,28833744,2011 Mitsubishi RVR,2011.0,191000.0,-,QC,,4500.0,12.0,144.0,0.0,0.0,191.0,36481.0,4391.210344517316,7081.605404077978,10475.17291045533,False,False
197,29294625,2011 Mitsubishi RVR,2011.0,125000.0,-,QC,,6990.0,12.0,144.0,0.0,0.0,125.0,15625.0,6990.000000000004,9935.233567656196,12867.482340662173,True,False
198,28648289,2014 Mitsubishi RVR GT,2014.0,235000.0,Valleyfield,QC,Automatic,10995.0,9.0,81.0,0.03,0.0009,235.0,55225.0,5456.620582206091,9416.943064421775,12944.987709572022,False,False
199,29225870,2012 Mitsubishi RVR SE,2012.0,171000.0,Sainte-Rose,QC,Automatic,7400.0,11.0,121.0,0.01,0.0001,171.0,29241.0,6612.523500536787,9554.060685447988,12460.677883378787,False,False
200,29179070,2013 Mitsubishi RVR SE,2013.0,150750.0,-,AB,,12500.0,10.0,100.0,0.02,0.0004,150.75,22725.5625,8766.278026911648,11987.400557908586,14550.563073262343,False,False
201,29338401,2017 Mitsubishi RVR AWD,2017.0,174840.0,Winnipeg,MB,Automatic,17950.0,6.0,36.0,0.06,0.0036,174.84,30569.0256,14267.134543063528,17293.835629043468,20058.259222283465,False,False
202,29254571,"2021 Mitsubishi RVR ES | Heated Seats, Apple Carplay, Like-New, No Accidents",2021.0,10980.0,Maple Ridge,BC,Automatic,33899.0,2.0,4.0,0.1,0.010000000000000002,10.98,120.56040000000002,23910.787641079824,29235.832304280662,33899.0,False,False
203,29061816,2021 Mitsubishi RVR ES,2021.0,71538.0,Greenwood,NS,Automatic,26488.0,2.0,4.0,0.1,0.010000000000000002,71.538,5117.685444,24990.05120421282,27804.445014667606,31712.000761709027,False,False
204,29229266,2012 Mitsubishi RVR GT,2012.0,151329.0,Calgary,AB,Automatic,13999.0,11.0,121.0,0.01,0.0001,151.329,22900.466241000002,7417.579958888193,10415.022824748055,13173.765746334491,False,True
205,29406418,2013 Mitsubishi RVR,2013.0,131911.0,-,AB,,9000.0,10.0,100.0,0.02,0.0004,131.911,17400.511921,9354.211798437424,12749.21345691337,15233.06468916393,True,False
206,29031488,2012 Mitsubishi RVR Se,2012.0,181000.0,-,ON,,6000.0,11.0,121.0,0.01,0.0001,181.0,32761.0,6130.575984061361,9091.471795923742,12098.001708839729,True,False
207,29121786,2011 Mitsubishi RVR,2011.0,157000.0,-,ON,,7000.0,12.0,144.0,0.0,0.0,157.0,24649.0,5996.515108596603,8642.990811545293,11708.194441026972,False,False
208,28925423,2011 Mitsubishi RVR,2011.0,178.0,-,AB,,9650.0,12.0,144.0,0.0,0.0,0.178,0.031684,6069.901099630471,13332.616416120356,17378.352727472502,False,False
209,29246142,2012 Mitsubishi RVR Limited,2012.0,189000.0,-,NB,,7900.0,11.0,121.0,0.01,0.0001,189.0,35721.0,5709.741367653434,8709.31228992363,11807.778749708425,False,False
210,27784460,2020 Mitsubishi RVR SE,2020.0,11800.0,-,ON,Automatic,27000.0,3.0,9.0,0.09,0.0081,11.8,139.24,21653.91708503297,27532.28454770482,31747.390423326433,False,False
211,29451362,2021 Mitsubishi RVR LE,2021.0,4200.0,Montréal,QC,Automatic,32000.0,2.0,4.0,0.1,0.010000000000000002,4.2,17.64,23678.110223333515,29357.762459515463,34143.59373121037,False,False
212,29437116,2013 Mitsubishi RVR GT,2013.0,139000.0,-,ON,Automatic,11900.0,10.0,100.0,0.02,0.0004,139.0,19321.0,9153.38142492808,12469.540385288154,14976.290966275785,False,False
213,28704318,2013 Mitsubishi RVR,2013.0,267300.0,-,SK,,8750.0,10.0,100.0,0.02,0.0004,267.3,71449.29000000001,1263.3200736902036,5949.690930968547,10319.187560614264,False,False
214,28953025,2012 Mitsubishi RVR,2012.0,192200.0,-,QC,,7300.0,11.0,121.0,0.01,0.0001,192.2,36940.84,5532.627566509178,8553.439820477717,11691.669152313665,False,False
215,29037114,2013 Mitsubishi RVR,2013.0,173288.0,-,AB,,11500.0,10.0,100.0,0.02,0.0004,173.288,30028.730944000003,7834.450699724031,10997.721867856028,13733.52246461868,False,False
216,29235957,2013 Mitsubishi RVR SE,2013.0,148544.0,Cranston,AB,Automatic,12000.0,10.0,100.0,0.02,0.0004,148.544,22065.319936000004,8844.112379870661,12079.687175293253,14630.503212636402,False,False
217,29397248,2011 Mitsubishi RVR,2011.0,176000.0,Winnipeg,MB,Manual,9800.0,12.0,144.0,0.0,0.0,176.0,30976.0,5169.251311773554,7794.376854584214,11019.315327732758,False,False
218,28744669,2013 Mitsubishi RVR,2013.0,164000.0,-,ON,,9000.0,10.0,100.0,0.02,0.0004,164.0,26896.0,8248.608737585277,11415.903460896821,14070.298265258483,False,False
219,29461988,2014 Mitsubishi RVR,2014.0,102000.0,-,ON,,9500.0,9.0,81.0,0.03,0.0009,102.0,10404.0,11377.794610780456,15401.900664611421,17767.444519117802,True,False
220,29076490,2011 Mitsubishi RVR SE,2011.0,222000.0,Sherwood Park,AB,Automatic,7500.0,12.0,144.0,0.0,0.0,222.0,49284.0,2433.922649670152,5488.83572312272,9349.79969386613,False,False
221,28755305,2013 Mitsubishi RVR,2013.0,252000.0,-,NB,,4500.0,10.0,100.0,0.02,0.0004,252.0,63504.0,2627.7634441449227,6872.3306973043545,10875.540055534737,False,False
222,29418892,2015 Mitsubishi RVR,2015.0,83376.0,Boucherville,QC,Automatic,17000.0,8.0,64.0,0.04,0.0016,83.376,6951.557376000001,13081.938372682638,17586.0055336414,19988.492206662602,False,False
223,29405429,2011 Mitsubishi RVR,2011.0,210000.0,-,ON,,10500.0,12.0,144.0,0.0,0.0,210.0,44100.0,3247.4370242912264,6124.531686423255,9785.55789998005,False,True
224,29315826,2014 Mitsubishi RVR AWD,2014.0,270000.0,-,NB,,6900.0,9.0,81.0,0.03,0.0009,270.0,72900.0,2457.9555920163366,7348.344785054051,11672.570998526928,False,False
225,29412764,2013 Mitsubishi RVR GT,2013.0,170381.0,-,AB,,11500.0,10.0,100.0,0.02,0.0004,170.381,29029.685161,7968.619950874629,11130.163406941465,13838.938634348498,False,False
226,29459343,2018 Mitsubishi RVR SE,2018.0,133000.0,Danville,QC,Automatic,17500.0,5.0,25.0,0.07,0.004900000000000001,133.0,17689.0,17756.102014480974,20709.88343749428,23409.339448687697,True,False
227,29392775,2013 Mitsubishi RVR GT,2013.0,246000.0,Milton,ON,Automatic,6900.0,10.0,100.0,0.02,0.0004,246.0,60516.0,3131.5312903313134,7223.421763501588,11093.644712216854,False,False
228,28955620,2020 Mitsubishi RVR SE + AWC/REAR VIEW CAM/CRUISE CONTROL/NO EXTRA FEES,2020.0,144405.0,Surrey,BC,Automatic,23587.0,3.0,9.0,0.09,0.0081,144.405,20852.804025,21623.47161399608,23577.67853656081,26952.911238335015,False,False
229,29152832,2018 Mitsubishi RVR SE | AWD | TOUCHSCREEN | WE WANT YOUR TRADE!,2018.0,137733.0,Brantford,ON,Automatic,18888.0,5.0,25.0,0.07,0.004900000000000001,137.733,18970.379289,17622.223176049192,20523.22928452599,23237.903896602944,False,False
230,29436021,2019 Mitsubishi RVR SE Black Edition,2019.0,120000.0,Peterborough,ON,Automatic,24999.0,4.0,16.0,0.08,0.0064,120.0,14400.0,20111.931278928954,22856.422448086483,25810.55705700964,False,False
231,29463860,2014 Mitsubishi RVR SE,2014.0,130000.0,Saskatoon,SK,Automatic,16900.0,9.0,81.0,0.03,0.0009,130.0,16900.0,10851.46230662621,14388.71430949356,16753.86501874311,False,True
232,29131932,2011 Mitsubishi RVR,2011.0,133000.0,-,MB,,12900.0,12.0,144.0,0.0,0.0,133.0,17689.0,6788.664248119265,9628.29073780276,12577.769725086786,False,True
233,29329758,2018 Mitsubishi RVR,2018.0,46000.0,Ottawa,ON,Automatic,25000.0,5.0,25.0,0.07,0.004900000000000001,46.0,2116.0,18261.905441300798,23470.91772202084,26556.049420681924,False,False
234,29339906,2014 Mitsubishi RVR GT,2014.0,193600.0,-,AB,Automatic,10900.0,9.0,81.0,0.03,0.0009,193.6,37480.96,8228.762294993816,11598.277732301467,14448.273346603746,False,False
235,28788508,2011 Mitsubishi RVR,2011.0,100623.0,-,MB,Automatic,13000.0,12.0,144.0,0.0,0.0,100.623,10124.988129000001,7410.146558821369,10804.271077115292,13749.82335113985,False,False
236,29471751,2011 Mitsubishi RVR GT,2011.0,140000.0,-,ON,Automatic,8900.0,12.0,144.0,0.0,0.0,140.0,19600.0,6586.772942036838,9350.90130744506,12324.211380572859,False,False
237,29470699,2014 Mitsubishi RVR GT,2014.0,230000.0,-,AB,Automatic,11500.0,9.0,81.0,0.03,0.0009,230.0,52900.0,5836.00601282981,9695.667667691567,13126.647609463307,False,False
238,29314696,2021 Mitsubishi RVR ES,2021.0,53330.0,Antigonish,NS,Automatic,26995.0,2.0,4.0,0.1,0.010000000000000002,53.33,2844.0888999999997,24854.452029366927,28299.55326059746,32370.005974752738,False,False
239,29229558,2011 Mitsubishi RVR SE,2011.0,160000.0,-,AB,Automatic,9995.0,12.0,144.0,0.0,0.0,160.0,25600.0,5877.6533768407535,8513.028598923956,11599.451394550706,False,False
240,29371653,2011 Mitsubishi RVR,2011.0,213000.0,Boucherville,QC,Manual,5150.0,12.0,144.0,0.0,0.0,213.0,45369.0,3050.672793741127,5967.8742695445035,9676.63372710783,False,False
241,29161012,2012 Mitsubishi RVR,2012.0,194000.0,-,QC,,3000.0,11.0,121.0,0.01,0.0001,194.0,37636.0,5430.796265663808,8465.006031765595,11626.352377560357,True,False
242,29279853,2015 Mitsubishi RVR,2015.0,163000.0,Omemee,ON,Automatic,14500.0,8.0,64.0,0.04,0.0016,163.0,26569.0,11304.781398829546,14608.70081113731,17105.509718126134,False,False
243,29284957,2011 Mitsubishi RVR SE,2011.0,153000.0,-,AB,,11000.0,12.0,144.0,0.0,0.0,153.0,23409.0,6148.138078087926,8813.92324057749,11853.169221425858,False,False
244,29297432,2011 Mitsubishi RVR,2011.0,187800.0,-,ON,,12000.0,12.0,144.0,0.0,0.0,187.8,35268.840000000004,4566.442726822766,7236.833159156915,10591.27813347675,False,True
245,28893072,2011 Mitsubishi RVR,2011.0,239000.0,-,ON,,2500.0,12.0,144.0,0.0,0.0,239.0,57121.0,1160.6705815180976,4546.880480462987,8732.194765666354,False,False
246,29419882,2015 Mitsubishi RVR,2015.0,170000.0,-,QC,Manual,11000.0,8.0,64.0,0.04,0.0016,170.0,28900.0,11000.0,14296.05356383586,16851.712150070372,False,False
247,29359283,2011 Mitsubishi RVR,2011.0,202000.0,-,MB,,5500.0,12.0,144.0,0.0,0.0,202.0,40804.0,3750.583714896842,6534.897445978371,10075.972237944829,False,False
248,28764289,"2021 Mitsubishi RVR ES- 4WD, BLUETOOTH, KEYLESS ENTRY, POWER WINDOWS, POWER LOCKS, HEATED MIRRORS AND MUCH MORE!!",2021.0,40350.0,Edmonton,AB,Automatic,26988.0,2.0,4.0,0.1,0.010000000000000002,40.35,1628.1225000000002,24658.615566503235,28618.51927119427,32838.8498516741,False,False
249,29016362,2013 Mitsubishi RVR,2013.0,160000.0,Granby,QC,Automatic,13500.0,10.0,100.0,0.02,0.0004,160.0,25600.0,8413.95038610955,11591.536932188184,14215.30494212962,False,False
250,29259145,2011 Mitsubishi RVR ES,2011.0,133000.0,Gatineau,QC,Manual,5500.0,12.0,144.0,0.0,0.0,133.0,17689.0,6788.664248119265,9628.29073780276,12577.769725086786,True,False
251,29077082,2020 Mitsubishi RVR SE,2020.0,22877.0,-,SK,,28500.0,3.0,9.0,0.09,0.0081,22.877,523.357129,21981.152690466693,27314.948081582188,31347.65609052471,False,False
252,29178639,2014 Mitsubishi RVR,2014.0,210235.0,-,ON,,5750.0,9.0,81.0,0.03,0.0009,210.235,44198.75522500001,7215.805511161248,10756.375538296488,13844.470395654782,True,False
253,29388143,2012 Mitsubishi RVR SE,2012.0,171000.0,Calgary,AB,Automatic,10500.0,11.0,121.0,0.01,0.0001,171.0,29241.0,6612.523500536787,9554.060685447988,12460.677883378787,False,False
254,29287421,2012 Mitsubishi RVR SE,2012.0,216000.0,-,AB,,11000.0,11.0,121.0,0.01,0.0001,216.0,46656.0,4057.9218285956704,7340.193869049803,10827.738009671139,False,True
255,29318610,2013 Mitsubishi RVR SE,2013.0,190000.0,Franklin,QC,Automatic,10000.0,10.0,100.0,0.02,0.0004,190.0,36100.0,6982.806421361431,10208.807094607411,13127.310593304133,False,False
256,28952992,2018 Mitsubishi RVR,2018.0,128000.0,Montréal,QC,Automatic,8999.0,5.0,25.0,0.07,0.004900000000000001,128.0,16384.0,17885.611505575973,20902.981913900672,23590.41837712024,True,False
257,29250779,2012 Mitsubishi RVR,2012.0,142000.0,-,AB,,5000.0,11.0,121.0,0.01,0.0001,142.0,20164.0,7733.10297713221,10800.624200869763,13511.794594718693,True,False
258,29093589,2018 Mitsubishi RVR SE,2018.0,108658.0,Winnipeg,MB,Automatic,22199.0,5.0,25.0,0.07,0.004900000000000001,108.658,11806.560964,18271.265500848276,21610.43979841775,24290.635932590056,False,False
259,29316072,2014 Mitsubishi RVR SE,2014.0,115000.0,Whitby,ON,Automatic,14999.0,9.0,81.0,0.03,0.0009,115.0,13225.0,11181.196441198575,14947.862414744872,17296.965104873976,False,False
260,29017438,2015 Mitsubishi RVR,2015.0,83000.0,Les Chutes-de-la-Chaudière-Ouest,QC,Manual,8000.0,8.0,64.0,0.04,0.0016,83.0,6889.0,13082.961562786375,17597.53981380025,20002.089077213,True,False
261,29239234,2020 Mitsubishi RVR SE,2020.0,92000.0,Calgary,AB,Automatic,28000.0,3.0,9.0,0.09,0.0081,92.0,8464.0,22665.11025478279,25493.344061501954,28850.06535519765,False,False
262,28853360,2013 Mitsubishi RVR,2013.0,241199.0,-,AB,,7500.0,10.0,100.0,0.02,0.0004,241.199,58176.95760100001,3521.926129549196,7500.000000000011,11268.135252432628,False,False
263,29057455,2012 Mitsubishi RVR,2012.0,197500.0,-,AB,,13999.0,11.0,121.0,0.01,0.0001,197.5,39006.25,5228.246646034815,8291.494222354791,11499.336972055837,False,True
264,29336754,2012 Mitsubishi RVR,2012.0,142000.0,Saint John,NB,,10500.0,11.0,121.0,0.01,0.0001,142.0,20164.0,7733.10297713221,10800.624200869763,13511.794594718693,False,False
265,29472256,2011 Mitsubishi RVR,2011.0,102000.0,-,MB,,13700.0,12.0,144.0,0.0,0.0,102.0,10404.0,7394.172105398327,10757.839861863646,13700.000000000171,False,False
266,29008169,2012 Mitsubishi RVR Se,2012.0,162500.0,-,QC,,8950.0,11.0,121.0,0.01,0.0001,162.5,26406.25,6983.656348863555,9934.060546985489,12768.863065303765,False,False
267,27881154,2014 Mitsubishi RVR GT,2014.0,222816.0,Saint-Jérôme,QC,Automatic,10495.0,9.0,81.0,0.03,0.0009,222.816,49646.969856,6359.664249545251,10088.791292812555,13387.606698383843,False,False
268,29004223,"2020 Mitsubishi RVR AWD - Heated Seats,",2020.0,78503.0,Dartmouth,NS,Automatic,27466.0,3.0,9.0,0.09,0.0081,78.503,6162.721009,22715.484674971147,25912.05780840511,29338.174108116444,False,False
269,29035497,2012 Mitsubishi RVR,2012.0,173000.0,-,QC,,9100.0,11.0,121.0,0.01,0.0001,173.0,29929.0,6520.053619822545,9462.886062474328,12388.151761748759,False,False
270,29154780,2016 Mitsubishi RVR SE,2016.0,195000.0,Saskatoon,SK,Automatic,13750.0,7.0,49.0,0.05,0.0025000000000000005,195.0,38025.0,11401.74202655665,14712.915378770893,17587.97983547213,False,False
271,29348912,2011 Mitsubishi RVR SE,2011.0,159000.0,Laval,QC,Automatic,9200.0,12.0,144.0,0.0,0.0,159.0,25281.0,5917.763906915308,8556.517230830803,11635.700215869183,False,False
272,29385868,2017 Mitsubishi RVR SE Limited Edition,2017.0,74500.0,Chapleau,ON,Automatic,19500.0,6.0,36.0,0.06,0.0036,74.5,5550.25,16579.517330294148,21070.720637743303,23691.484769906798,False,False
273,29017555,2016 Mitsubishi RVR SE Limited Edition,2016.0,135000.0,Truro,NS,Automatic,16000.0,7.0,49.0,0.05,0.0025000000000000005,135.0,18225.0,13970.058262489694,17377.638434093147,19763.285037289294,False,False
274,29087906,2021 Mitsubishi RVR,2021.0,58780.0,-,MB,,20000.0,2.0,4.0,0.1,0.010000000000000002,58.78,3455.0884,24912.072915513127,28157.19490509525,32173.09212862468,True,False
275,28887445,2015 Mitsubishi RVR Gt,2015.0,155000.0,-,QC,,10995.0,8.0,64.0,0.04,0.0016,155.0,24025.0,11623.70582813556,14955.938288926467,17395.495732035048,True,False
276,28634918,2013 Mitsubishi RVR SE,2013.0,312000.0,Edmonton,AB,Automatic,7000.0,10.0,100.0,0.02,0.0004,312.0,97344.0,-3380.0216064775123,3028.9891898623246,8692.237952461968,False,False
277,28989397,2015 Mitsubishi RVR GT,2015.0,238000.0,-,NB,,8900.0,8.0,64.0,0.04,0.0016,238.0,56644.0,6789.886713726559,10830.778241447613,14383.345203092136,False,False
278,28971641,2011 Mitsubishi RVR,2011.0,115000.0,Southwest,QC,Automatic,9500.0,12.0,144.0,0.0,0.0,115.0,13225.0,7197.5739358164465,10303.801611997096,13229.520585756341,False,False
279,29271456,2011 Mitsubishi RVR GT,2011.0,158000.0,Mascouche,QC,Automatic,9500.0,12.0,144.0,0.0,0.0,158.0,24964.0,5957.384484167258,8599.837968371248,11671.947898027938,False,False
280,28888543,2013 Mitsubishi RVR,2013.0,206000.0,-,NS,,5750.0,10.0,100.0,0.02,0.0004,206.0,42436.0,6039.227001443673,9409.56605439623,12546.627729819134,True,False
281,27580822,2015 Mitsubishi RVR,2015.0,238000.0,-,NS,Automatic,8950.0,8.0,64.0,0.04,0.0016,238.0,56644.0,6789.886713726559,10830.778241447613,14383.345203092136,False,False
282,29262404,2013 Mitsubishi RVR SE,2013.0,177512.0,Spruce Grove,AB,Automatic,12000.0,10.0,100.0,0.02,0.0004,177.512,31510.510144,7632.117805198424,10802.749832403188,13580.330935579783,False,False
283,28952666,2018 Mitsubishi RVR,2018.0,128000.0,-,ON,,18000.0,5.0,25.0,0.07,0.004900000000000001,128.0,16384.0,17885.611505575973,20902.981913900672,23590.41837712024,False,False
